Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AAR,,,14000,1,15000,64,1,14000,1,10000,3,15000,3,4,9100,25,6839.64013671875,,,0,,,0,17000,3,17000,15,20,7500,50,6839.64013671875,,,0,,,0,18000,1,18000,1,,,0
ABH,,,36000,6,69000,101,20,31000,30,53819.05859375,,,0,10,36000,51,24309.869140625,,,0,,,0,48795.62109375,1,123277.5390625,1,16,50000,16,24309.869140625,,,0,,,0,48917.140625,38,70000,38,,,0
ACS,,,250000,4,250000,4,,,0,75144.5390625,1,148500,1,,,0,75144.5390625,,,0,,,0,300000,,,0,,,0,75144.5390625,,,0,,,0,75144.5390625,,,0,,,0
ADE,,,28000,8,69000,91,15,28000,25,46540.9296875,,,0,,,0,21448.439453125,,,0,,,0,48000,4,85000,8,12,50000,12,21448.439453125,,,0,,,0,47221,36,70000,36,,,0
ADR,48000,,48653.66015625,,,0,4,48002,109,48000,,,0,100,48000,100,29454.05078125,,,0,,,0,48253.390625,2,49100,2,100,48000,100,29454.05078125,,,0,,,0,48000,,,0,100,48000,100
ADS,,,150000,1,150000,1,,,0,127500,,,0,,,0,55441.69921875,,,0,,,0,130000,,,0,3,105000,3,55441.69921875,,,0,,,0,102500,,,0,,,0
AEF,,,2999,9,2900,67,40,1400,240,2524.320068359375,54,2800,77,60,1850,71,1800,,,0,,,0,2997.89990234375,24,3000,540,20,1850,23,2124.820068359375,30,2600,30,,,0,2493.77001953125,48,2500,516,30,2100,56
AEN,,,978596.25,,,0,,,0,978596.25,,,0,,,0,978596.25,,,0,,,0,978596.25,,,0,,,0,978596.25,,,0,,,0,978596.25,,,0,,,0
AFP,,,134854.125,,,0,,,0,134854.125,,,0,,,0,134854.125,,,0,,,0,134854.125,,,0,,,0,134854.125,,,0,,,0,134854.125,,,0,,,0
AFR,,,7837.64013671875,,,0,,,0,5000,,,0,,,0,7837.64013671875,,,0,,,0,20000,11,20000,11,,,0,7837.64013671875,,,0,,,0,7837.64013671875,,,0,,,0
AGS,,,221720.1875,,,0,1,170000,1,221720.1875,,,0,1,180000,1,221720.1875,,,0,,,0,120000,1,280000,1,1,170000,2,221720.1875,,,0,,,0,221720.1875,,,0,,,0
AHP,,,5000,6,5000,6,,,0,5566.330078125,,,0,,,0,5566.330078125,,,0,,,0,5566.330078125,2,8000,2,,,0,5566.330078125,,,0,,,0,5566.330078125,,,0,,,0
AIR,185000,,91614.84375,,,0,100,185000,100,91614.84375,,,0,100,185000,100,91614.84375,,,0,,,0,185000.015625,,,0,13,185000.015625,113,91614.84375,,,0,,,0,185000,,,0,100,185000,100
AL,,,455.1000061035156,6,440,2004,476,424,3493,540.6199951171875,4,555,206,150,499,666,275,,,0,231,27.5,231,563.2899780273438,105,579,2398,54,526.010009765625,1365,375,60,375,398,,,0,483.1099853515625,100,499.9800109863281,1533,2,441,721
ALE,,,1445.7900390625,96,1300,409,3,1100,271,1641.1800537109375,72,1660,922,164,1500,184,750,,,0,,,0,1445.3699951171875,19,1450,475,50,1150,1885,800,60,1250,60,,,0,1099.97998046875,80,1100,406,50,802,1165
ALG,80,,100,,,0,100,120,304,120,,,0,4,120,588,85,,,0,1000,90,1000,159.3300018310547,138,160,1148,20,113.01000213623047,3210,133.72999572753906,,,0,,,0,137.5,342,165,886,2000,100,2190
ALO,42,,59.43000030517578,370,84,5114,250,60,6681,92.30000305175781,245,104,5699,80,80,2024,50,96,80,96,,,0,140.16000366210938,68,133.99000549316406,13282,240,110,2506,70,,,0,,,0,90.9800033569336,100,89.98999786376953,6918,300,85.0199966430664,2577
AMM,,,220.22999572753906,191,354.6300048828125,455,10,145.00999450683594,1337,149.58999633789062,14,150,6449,12,130,11524,100,200,150,200,,,0,125.98999786376953,331,200,2740,8,150,4617,130,20,120,89,,,0,250.3000030517578,5167,500,5167,20,201,2271
ANZ,,,70833.640625,,,0,,,0,70833.640625,,,0,,,0,70833.640625,,,0,,,0,70833.640625,,,0,,,0,70833.640625,,,0,,,0,70833.640625,,,0,,,0
APT,,,8370.4501953125,,,0,,,0,8370.4501953125,,,0,,,0,8370.4501953125,,,0,,,0,8370.4501953125,,,0,,,0,8370.4501953125,,,0,,,0,8370.4501953125,,,0,,,0
AR,,,160.50999450683594,270,240,354,20,90,120,150.1300048828125,111,150,3375,100,83,100,285.7099914550781,,,0,,,0,195.39999389648438,277,228.99000549316406,1926,40,90,340,300,50,400,50,,,0,304.989990234375,70,305,800,40,83.01000213623047,140
ARP,,,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0,5869.1201171875,,,0,,,0
ASE,,,55506.7890625,3,55000,32,10,30000,10,50000,,,0,4,35000,34,19715.48046875,,,0,,,0,52838.421875,2,100000,2,8,55000,10,19715.48046875,,,0,,,0,49999,3,55000,40,7,36000,7
AST,,,2250,23,2250,23,100,1000,100,2100,,,0,44,2100,44,1629.8599853515625,,,0,,,0,1500,40,2500,40,1,1500,1,1629.8599853515625,,,0,,,0,1629.8599853515625,,,0,,,0
ATA,,,22000,31,70000,31,10,20000,19,30000,,,0,11,21000,22,15057.51953125,,,0,,,0,29502.310546875,,,0,8,30000,18,15057.51953125,,,0,,,0,43047.62109375,,,0,,,0
ATP,,,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0,12416.009765625,,,0,,,0
AU,,,1071.68994140625,60,1200,186,,,0,1000,13,1436.6400146484375,25,,,0,627.3300170898438,,,0,,,0,890.6599731445312,15,900,166,,,0,627.3300170898438,,,0,,,0,3000,4,2200,20,,,0
AUO,137,,230,,,0,100,147,1027,490,31,500,31,28,300.0299987792969,998,108.2699966430664,,,0,,,0,242.74000549316406,300,494.95001220703125,754,100,150,200,108.2699966430664,,,0,,,0,286.5,,,0,100,170,420
AWF,,,3000,,,0,,,0,6000,2,6000,2,,,0,2969.239990234375,,,0,,,0,2599,,,0,1,2599,1,2969.239990234375,,,0,,,0,2969.239990234375,4,4000,4,,,0
AWH,,,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0,10563.259765625,,,0,,,0
BAC,,,1000,,,0,,,0,1000,,,0,26,750,26,1288.9000244140625,,,0,,,0,2450,95,2450,95,20,1600,80,1288.9000244140625,,,0,,,0,800,,,0,100,800,100
BAI,,,6845.89990234375,,,0,,,0,6845.89990234375,10,13000,10,,,0,6845.89990234375,,,0,,,0,8000,18,13000,18,,,0,6845.89990234375,,,0,,,0,6845.89990234375,,,0,,,0
BBH,750,2400,2217.110107421875,46,2200,200,26,1700,447,1761.4599609375,30,1800,727,3,1325,262,1700,4,1700,4,,,0,1668.1199951171875,11,1700,780,1,1500,3576,1200,35,1200,256,4,1000,4,2122.72998046875,85,2235,314,8,1803,308
BCO,,,319.25,592,400,2992,,,0,444.6400146484375,50,414,2172,10000,250,10000,304.3599853515625,,,0,,,0,432.80999755859375,238,450,1238,24,390,24,304.3599853515625,,,0,,,0,366.05999755859375,500,475,500,,,0
BDE,850,2350,2256.659912109375,127,2294.989990234375,371,18,1905,165,1586.3599853515625,10,1550,1132,11,1450,591,1550,22,1550,22,,,0,1366.6600341796875,18,1449,758,6,1250,2081,1000,4,1000,236,,,0,2058.35009765625,9,2249.89990234375,313,2,1351,230
BE,,,2763.4599609375,3,3000,27,3,1800,33,2600,75,2995,75,55,1653.5699462890625,55,1194,,,0,,,0,3240.659912109375,500,3500,2000,100,2300,100,1194,,,0,,,0,2520.2099609375,147,2749.989990234375,332,31,2222,31
BEA,,,145,14,160,236,100,116,1942,114,,,0,15,120,2113,84,,,0,,,0,116.33000183105469,152,111.11000061035156,645,81,107.0999984741211,2325,100,100,100,187,24,90,24,130.4499969482422,19,150,886,1500,112,4416
BER,,,392.92999267578125,,,0,40,425,378,450,250,500,250,70,370,314,20,,,0,,,0,389.30999755859375,100,470,843,100,360,380,117.55000305175781,,,0,,,0,721.530029296875,51,900,51,50,350,460
BFP,,,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0,20238.900390625,,,0,,,0
BFR,,,1500,10,1500,12,,,0,1999.989990234375,3,1000,133,,,0,2539.510009765625,,,0,,,0,1999.989990234375,1,2000,1,,,0,2539.510009765625,,,0,,,0,2539.510009765625,4,3000,7,,,0
BGC,,,423.0400085449219,10,800,10,100,380,100,331.75,37,465,144,100,320,100,324.989990234375,,,0,,,0,421.7699890136719,8,449,95,50,330,50,324.989990234375,,,0,,,0,450,60,444.44000244140625,720,119,350,119
BGO,,,1000.010009765625,,,0,5,1000,5,1405.22998046875,28,1500,28,,,0,766.97998046875,,,0,,,0,1699.989990234375,17,1700,59,20,800,20,766.97998046875,,,0,,,0,1500,,,0,,,0
BGS,,,88306.3984375,,,0,1,60000,1,63000,,,0,,,0,88306.3984375,,,0,,,0,60000,,,0,1,60000,1,88306.3984375,,,0,,,0,88306.3984375,,,0,1,60000,1
BHP,,,2877.89990234375,206,3000,217,4,2710,19,2905.419921875,7,2250,7,2,2000.0999755859375,8,1500,,,0,,,0,4213.16015625,100,5000,1263,14,2800,105,1600,32,1600,32,,,0,2750,18,2750,295,2,2401,67
BID,,,25000,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0,24566.470703125,,,0,,,0
BL,,,3000,,,0,,,0,1750,,,0,10,2000,14,3004.719970703125,,,0,,,0,6196.43017578125,5,6500,5,20,4500,60,3004.719970703125,,,0,,,0,5000,,,0,,,0
BLE,,,1500,3,3750,3,,,0,1500,3,1440,46,2,900.010009765625,14,1821.280029296875,,,0,,,0,1325,2,1325,10,4,900,4,1821.280029296875,,,0,,,0,700,2,1100,8,20,500,20
BMF,,,20000,,,0,1,18000,2,21000,3,25000,4,4,10000,4,11077.5703125,,,0,,,0,23187.7109375,,,0,30,18000,35,11077.5703125,,,0,,,0,16464.900390625,,,0,1,15000,1
BND,,,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,274.30999755859375,,,0,,,0,270,60,400,260,,,0,274.30999755859375,,,0,,,0,274.30999755859375,40,600,200,,,0
BOR,,,350,,,0,100,260,248,350,90,350,337,20,275.010009765625,495,117.55000305175781,,,0,,,0,336.6700134277344,310,350,810,104,325,1085,83.47000122070312,,,0,50,130,250,346.19000244140625,36,349,78,30,300,99
BOS,,,5000,24,6000,24,124,5000,124,5359.3798828125,8,4750,27,,,0,1914.6800537109375,,,0,,,0,3750,4,5000,44,,,0,1914.6800537109375,,,0,,,0,1914.6800537109375,,,0,,,0
BPT,,,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,2656.85009765625,,,0,,,0,3000,,,0,43,2500,43,2656.85009765625,,,0,,,0,3200,6,3000,36,,,0
BR1,,,450000,1,450000,1,,,0,470000,,,0,,,0,255340.484375,,,0,,,0,500000,,,0,1,376000,2,255340.484375,,,0,,,0,450000,,,0,,,0
BR2,,,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0,343143.09375,1,1100000,1,,,0,343143.09375,,,0,,,0,343143.09375,,,0,,,0
BRM,,,175,100,200,1106,488,175,562,120,132,180,132,711,120,1411,51.43000030517578,,,0,,,0,171.02000427246094,5,160,102,200,101,1131,40,240,100,340,400,40,400,180,50,180,287,200,50,200
BRO,,,1000,9,990,68,,,0,1675,18,1112,27,,,0,836.489990234375,,,0,,,0,2499.989990234375,22,2500,111,150,1101,150,836.489990234375,,,0,,,0,1750,20,1900,62,,,0
BRP,,,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0,3225.530029296875,,,0,,,0
BRS,,,220000,,,0,,,0,190000,,,0,,,0,127983.546875,,,0,,,0,167000,,,0,1,180000,2,127983.546875,,,0,,,0,193000,,,0,,,0
BSC,,,28500,33,25000,34,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0,15001,,,0,,,0,14624.330078125,,,0,,,0,14624.330078125,,,0,,,0
BSE,475,1550,1510.9100341796875,24,1500,276,19,1450,4858,1433.989990234375,24,1500,1714,30,1375,803,1500,198,1500,198,2,1200,2,1458.9599609375,65,1519,12009,230,1360.0999755859375,3530,1269.199951171875,15,1550,140,1,1300,9,1533.4300537109375,187,1499.989990234375,4111,3,1460,732
BTA,500,1600,1218.72998046875,36,1235,361,3,950,274,1130.8499755859375,24,1135,291,2,1000.0999755859375,241,500,,,0,,,0,999.8200073242188,21,1034,490,1,930,461,850.02001953125,38,890,139,,,0,1208.1500244140625,12,1289.800048828125,375,1,1001,144
BTS,,,500,3,500,550,80,400,80,436.9800109863281,33,439,3248,100,310,100,100.3499984741211,,,0,,,0,411.8900146484375,79,449,3768,,,0,100.3499984741211,,,0,,,0,400,100,1500,100,,,0
BWH,,,5000,,,0,,,0,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0,5000,,,0,11,5000,11,3769.89990234375,,,0,,,0,3769.89990234375,,,0,,,0
BWS,,,21066.400390625,,,0,4,21000,27,27939.3203125,2,25000,2,2,15000,7,8697.1298828125,,,0,,,0,37172.73828125,3,35000,3,4,25000,64,8697.1298828125,,,0,,,0,20000,,,0,,,0
C,225,,414.6400146484375,37,420,2770,72,401,2455,443.6700134277344,10,440,4219,826,420,4963,331.2300109863281,136,350,136,,,0,424.6400146484375,64,460,1053,6,376,2521,350,92,500,92,30,330,51,328.42999267578125,87,344,3352,400,310.010009765625,1890
CA,,,300,2,1000,2,,,0,300,51,500,51,20,100,31,1008.4000244140625,,,0,,,0,250,3,240,98,8,50,58,1008.4000244140625,,,0,,,0,100,7,100,32,10,50,10
CAF,,,664.0999755859375,192,740,917,3,500,24,656.7899780273438,7,649,263,10,560,257,780,,,0,,,0,774.0900268554688,26,775,1667,30,650,1389,782.97998046875,,,0,4,800,4,630.4000244140625,100,600,1046,193,425,211
CAP,,,124.86000061035156,62,125,3312,,,0,200,,,0,,,0,143.9499969482422,,,0,,,0,110,15,95,310,,,0,143.9499969482422,,,0,,,0,195,25,195,335,,,0
CBL,87000,,87685.8515625,1,120000,1,4,87001,109,87000,1,90000,6,100,87000,100,43824.359375,,,0,,,0,87000,5,99000,8,100,87000,100,43824.359375,,,0,,,0,87000,5,98500,8,100,87000,100
CBM,60000,,60000,3,90000,19,100,60000,100,68000,3,70000,7,100,60000,100,29642.349609375,,,0,,,0,60847.5390625,,,0,6,60001,106,29642.349609375,,,0,,,0,60000,2,65000,4,100,60000,100
CBS,,,40000,2,50000,19,100,40000,100,41398.7890625,1,45000,13,100,40000,100,17970.41015625,,,0,,,0,40000,1,41750,5,100,40000,100,17970.41015625,,,0,,,0,40000,1,50000,2,100,40000,100
CC,,,332495.9375,,,0,100,300000,100,332495.9375,,,0,100,300000,100,332495.9375,,,0,,,0,300000,,,0,100,300000,100,332495.9375,,,0,,,0,332495.9375,,,0,100,300000,100
CCD,55000,,55000,,,0,100,55000,100,55000,10,60000,11,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100,27535.919921875,,,0,,,0,55000,,,0,100,55000,100
CD,,,6000,19,6000,29,,,0,12000,,,0,,,0,7735.06005859375,,,0,,,0,4500,,,0,,,0,7735.06005859375,,,0,,,0,7735.06005859375,,,0,,,0
CF,,,2747.93994140625,4,2650,4,,,0,3500,20,3400,36,,,0,3377.47998046875,,,0,,,0,3000,1,3600,22,135,3000,135,3377.47998046875,,,0,,,0,2000,3,4220,17,23,2000,23
CHA,,,21056.5703125,,,0,,,0,12000,,,0,,,0,21056.5703125,,,0,,,0,30000,,,0,41,12000,41,21056.5703125,,,0,,,0,12500,,,0,,,0
CL,,,2373.64990234375,16,2500,89,90,2000,125,2146.010009765625,5,2600,125,100,2000,165,2212.429931640625,,,0,,,0,2687.64990234375,20,2500,187,100,2000,1039,1650,73,1650,73,25,1300,25,2078.7900390625,30,2425,160,19,1700.010009765625,37
CLI,51,,114.55000305175781,176,120,2012,48,55,1148,95.38999938964844,325,120,429,30,90,264,51.43000030517578,,,0,,,0,89.25,203,115,3276,100,52.0099983215332,296,150,,,0,143,150,143,56.58000183105469,30,69,1015,100,51,100
COF,,,474.8599853515625,1981,450,7339,10,340,830,439.0899963378906,289,425,2580,100,250,100,347.4700012207031,150,395,150,,,0,416.7799987792969,574,419,14969,14,404.0199890136719,1421,499,4439,499,4449,33,400,116,399.5899963378906,330,400,12074,50,350,6187
COM,,,150000,,,0,,,0,150000,,,0,1,140000,3,37644.23046875,,,0,,,0,120000,,,0,1,150000,4,37644.23046875,,,0,,,0,37644.23046875,,,0,,,0
COT,,,2448.0400390625,33,2700,183,10,1201.010009765625,30,1718.760009765625,10,2429.989990234375,69,2,1102,106,1698.0400390625,10,1500,10,,,0,2020.5,26,2485,59,2,1700,154,1200,23,1200,23,,,0,1365.780029296875,,,0,1,1350,262
CQL,,,1000000,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,,,0,641697.3125,,,0,1,600000,1,641697.3125,,,0,,,0,641697.3125,,,0,,,0
CQM,,,927528.8125,,,0,,,0,860000,,,0,,,0,486497.15625,,,0,,,0,750000,,,0,,,0,486497.15625,,,0,,,0,860000,,,0,,,0
CQS,,,350000,1,780000,3,,,0,780000,,,0,,,0,381973.59375,,,0,,,0,675000,,,0,,,0,381973.59375,,,0,,,0,780000,,,0,,,0
CQT,,,150000,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,150000,,,0,,,0,109265.2421875,,,0,,,0,135000,,,0,,,0
CRU,150000,,140199.15625,,,0,100,150000,100,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100,140199.15625,,,0,,,0,140199.15625,,,0,100,150000,100
CST,,,2942.81005859375,,,0,,,0,480,1,480,1,,,0,2942.81005859375,,,0,,,0,106,,,0,,,0,2942.81005859375,,,0,,,0,2942.81005859375,3,2942.81005859375,6,,,0
CTF,,,11000,,,0,15,11000,15,12251.0498046875,,,0,,,0,10124.5595703125,,,0,,,0,15000,4,20000,14,88,15000,88,10124.5595703125,,,0,,,0,44000,,,0,,,0
CU,,,1179.239990234375,29,1200,415,67,920,167,1293.8399658203125,15,1000,33,,,0,560.739990234375,,,0,,,0,1263.739990234375,10,1400,10,20,932,172,560.739990234375,,,0,,,0,1500,,,0,20,900,20
CUO,63,,218.1199951171875,25,218.1199951171875,3356,100,63,100,240,10,269.989990234375,1373,120,200,370,63.29999923706055,,,0,,,0,249.91000366210938,86,250,1835,25,235,465,63.29999923706055,,,0,,,0,102.9800033569336,107,248.4199981689453,251,50,110,440
DA,,,30000,11,30000,11,,,0,2850,1,25000,8,,,0,26241.5703125,,,0,,,0,44000,13,44000,50,,,0,26241.5703125,,,0,,,0,26241.5703125,1,60000,1,,,0
DCH,,,9000,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0,8802.490234375,,,0,,,0
DCL,,,2400,4,3500,4,,,0,3471.7099609375,3,8000,4,,,0,3538.300048828125,,,0,,,0,2500,,,0,,,0,3538.300048828125,,,0,,,0,2828.340087890625,2,3500,10,,,0
DCM,,,2700,,,0,,,0,2050,,,0,25,2100,61,2267.81005859375,,,0,,,0,2906.760009765625,,,0,30,2525.25,30,2267.81005859375,,,0,,,0,2000,,,0,30,1850,30
DCS,,,1200,,,0,431,1000,445,896.5399780273438,,,0,20,810,387,861.1300048828125,,,0,,,0,1000,6,1500,6,580,1000,590,861.1300048828125,,,0,,,0,800,6,1300,46,,,0
DD,,,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0,26708.400390625,2,30000,2,,,0,26708.400390625,,,0,,,0,26708.400390625,,,0,,,0
DDT,,,2139.169921875,37,2230,297,10,1950,59,1990.93994140625,8,1998,282,10,1900,213,2318.090087890625,,,0,,,0,2075.929931640625,405,1999,1269,20,1877,190,2318.090087890625,44,2250,44,,,0,2302.27001953125,9,1900,174,10,1805,52
DEC,,,10000,2,13500,3,89,10000,99,7000,2,9500,7,,,0,9479.2001953125,,,0,,,0,15000,6,15000,14,4,7000,4,9479.2001953125,,,0,,,0,17171.7109375,2,15595.509765625,9,,,0
DIS,,,4500,60,4200,80,20,2000,20,4400,,,0,,,0,5291.64013671875,,,0,,,0,4100,,,0,,,0,5291.64013671875,,,0,,,0,5000,,,0,20,1500,20
DOU,,,200000,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0,102996.203125,,,0,,,0
DRF,,,2000,20,2000,20,,,0,2500,,,0,,,0,3025.3798828125,,,0,,,0,4997,2,3500,24,,,0,3025.3798828125,,,0,,,0,3025.3798828125,,,0,,,0
DV,,,12329.669921875,,,0,,,0,10500,1,12000,6,,,0,12329.669921875,,,0,,,0,12329.669921875,1,20000,1,,,0,12329.669921875,,,0,,,0,12329.669921875,2,20000,2,,,0
DW,,,70.76000213623047,2357,68.98999786376953,53938,22,68.9800033569336,16623,69.73999786376953,11,62.56999969482422,27512,100,62.560001373291016,30563,46,2809,68,5695,960,46,1405,68.41999816894531,2436,79.77999877929688,16789,489,73,102448,69,190,69,7950,1,40,701,58.22999954223633,892,59.689998626708984,43972,100,55.52000045776367,52450
EDC,16000,,16000,120,17000,573,100,16000,100,16000,3,16400,8,100,16000,100,8219.7802734375,,,0,,,0,16000,3,16250,23,100,16000,100,8219.7802734375,,,0,,,0,16157.080078125,1,17000,11,300,16500.009765625,400
EES,,,48741.9609375,2,90000,2,,,0,48741.9609375,2,100000,3,,,0,48741.9609375,,,0,,,0,65000,2,78000,11,,,0,48741.9609375,,,0,,,0,48741.9609375,,,0,,,0
ENG,,,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0,500000,,,0,,,0,366662.8125,,,0,,,0,366662.8125,,,0,,,0
EPO,,,122.44000244140625,350,200,350,10000,100,12050,118.80000305175781,5000,120,9056,5000,80.01000213623047,5690,82.68000030517578,,,0,,,0,123.79000091552734,500,160,2827,10000,118,15532,82.68000030517578,,,0,,,0,132.27999877929688,100,115,1150,300,90.01000213623047,1358
ES,,,5622.2998046875,5,7000,5,95,5000,194,5382.08984375,,,0,4,3150.010009765625,129,1888.1600341796875,,,0,,,0,4889.31982421875,5,7000,7,10,3601.010009765625,520,1888.1600341796875,,,0,,,0,4913.169921875,,,0,5,4000.010009765625,68
ETC,,,15000,17,15000,17,,,0,12500,17,12000,21,,,0,10329.26953125,,,0,,,0,10000,3,15000,3,,,0,10329.26953125,,,0,,,0,11900,,,0,,,0
EXO,,,206.4499969482422,64,239,385,3,147,547,169.8300018310547,80,174.9499969482422,2285,1,151.02000427246094,1168,150,147,165,207,,,0,167.74000549316406,623,180,2341,1000,120.0199966430664,4951,250,40,250,183,,,0,156.13999938964844,500,150,1493,30,81.0199966430664,295
F,,,1200,,,0,50,933.3900146484375,55,2500,36,2500,36,12,1900,533,222.22000122070312,,,0,,,0,6000,16,6000,16,10,3000,130,222.22000122070312,,,0,,,0,1200,,,0,10,1111.1099853515625,10
FAL,,,1000,18,1000,18,80,700,80,600,,,0,2,600,2,1027.9599609375,,,0,,,0,1300,88,1300,88,28,650,58,1027.9599609375,,,0,,,0,1000,3,1000,3,14,600,14
FAN,,,1200,5,1200,5,,,0,1000,66,1000,277,,,0,987.25,,,0,,,0,999,2,999,57,,,0,987.25,,,0,,,0,1500,5,1200,5,,,0
FC,,,3000,,,0,,,0,2500,,,0,25,3000,50,2253.139892578125,,,0,,,0,3861.639892578125,2,3000,12,,,0,2253.139892578125,,,0,,,0,2000,2,2500,2,,,0
FE,,,482.6400146484375,8,549,667,2,545,1287,486.3599853515625,63,449,191,2,425,901,404.010009765625,,,0,500,40.40999984741211,500,403.7900085449219,63,470,945,225,400.0199890136719,1078,350,20,350,100,,,0,404.1700134277344,12,469.989990234375,733,100,390.239990234375,1802
